id,event,day,instance,enrollmentgroup,completed,date,time,time_participant,time_interval,positive_score,negative_score,positive_SD,negative_SD,pos_q1,neg_q2,pos_q3,neg_q4,pos_q5,neg_q6,neg_q7,neg_q8,pos_q9,pos_q10,neg_q11,pos_q12,neg_q13,pos_q14,neg_q15,pos_q16,pos_q17,neg_q18,pos_q19,neg_q20
12015,2,5,9,1,1,8/13/2021,6:02:59 PM,6:02:59 PM,18:02:59,12,16,12,2,1,3,1,1,1,1,1,1,1,1,2,2,1,1,3,1,2,1,1,1
12015,2,5,10,1,1,8/13/2021,7:34:51 PM,7:34:51 PM,1:31:52,12,11,0,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
12015,2,6,11,1,1,8/14/2021,8:21:38 AM,8:21:38 AM,,13,12,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1
12015,2,6,12,1,1,,,,,22,,9,12,3,1,2,1,1,1,1,1,2,1,,4,1,1,1,1,3,1,4,1
12015,2,6,13,1,1,8/14/2021,3:00:58 PM,3:00:58 PM,15:00:58,16,11,6,11,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,1,1,1
12015,2,6,14,1,1,8/14/2021,5:16:46 PM,5:16:46 PM,2:15:48,17,13,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1
12015,2,6,15,1,1,8/14/2021,9:08:15 PM,9:08:15 PM,3:51:29,12,11,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
12015,3,7,1,1,0,,,,,,,12,11,,,,,,,,,,,,,,,,,,,,
12015,3,7,2,1,1,9/16/2021,11:57:30 AM,11:57:30 AM,11:57:30,18,17,18,17,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,2,3,1
12015,3,7,3,1,1,9/16/2021,4:15:39 PM,4:15:39 PM,4:18:09,17,15,1,2,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,3,1
12015,3,7,4,1,1,9/16/2021,5:19:04 PM,5:19:04 PM,1:03:25,17,14,0,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,3,2,2,1
12015,3,7,5,1,0,,,,,,,17,14,,,,,,,,,,,,,,,,,,,,
12015,3,8,6,1,1,9/17/2021,8:18:27 AM,8:18:27 AM,8:18:27,17,13,17,13,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1
12015,3,8,7,1,1,9/17/2021,11:42:54 AM,11:42:54 AM,3:24:27,21,15,4,2,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,4,3,1,3,1
12015,3,8,8,1,1,9/17/2021,1:47:44 PM,1:47:44 PM,2:04:50,17,13,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1
12015,3,8,9,1,1,9/17/2021,6:14:23 PM,6:14:23 PM,4:26:39,17,12,0,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1
12015,3,8,10,1,0,,,,,,,17,12,,,,,,,,,,,,,,,,,,,,
12015,3,9,11,1,1,9/18/2021,8:02:53 AM,8:02:53 AM,8:02:53,15,12,15,12,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1
12015,3,9,12,1,0,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,
12015,3,9,13,1,1,9/18/2021,2:41:45 PM,2:41:45 PM,14:41:45,18,13,18,13,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1
12015,3,9,14,1,0,,,,,,,18,13,,,,,,,,,,,,,,,,,,,,
12015,3,9,15,1,1,9/18/2021,8:25:16 PM,8:25:16 PM,20:25:16,17,12,17,12,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1
12016,1,1,1,1,1,7/11/2021,7:59:56 AM,7:59:56 AM,,15,12,2,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1
12016,1,1,2,1,0,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,
12016,1,1,3,1,1,7/11/2021,2:25:42 PM,2:25:42 PM,14:25:42,13,11,13,11,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12016,1,1,4,1,1,7/11/2021,5:15:30 PM,5:15:30 PM,2:49:48,15,12,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1
12016,1,1,5,1,1,7/11/2021,9:00:04 PM,9:00:04 PM,3:44:34,11,13,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1
12016,1,2,6,1,1,7/12/2021,8:09:12 AM,8:09:12 AM,,17,12,6,1,1,1,1,1,3,1,1,1,3,2,1,1,1,2,1,1,1,1,2,1
12016,1,2,7,1,1,7/12/2021,10:51:58 AM,10:51:58 AM,2:42:46,16,11,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
12016,1,2,8,1,1,7/12/2021,1:53:52 PM,1:53:52 PM,3:01:54,10,11,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,1,2,9,1,1,7/12/2021,4:11:27 PM,4:11:27 PM,2:17:35,10,11,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,1,2,10,1,1,7/12/2021,8:22:36 PM,8:22:36 PM,4:11:09,10,11,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,1,3,11,1,1,7/13/2021,9:27:07 AM,9:27:07 AM,,13,11,3,0,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
12016,1,3,12,1,1,7/13/2021,11:00:30 AM,11:00:30 AM,1:33:23,12,13,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
12016,1,3,13,1,1,7/13/2021,1:11:05 PM,1:11:05 PM,2:10:35,18,11,6,2,2,1,2,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
12016,1,3,14,1,1,7/13/2021,5:56:12 PM,5:56:12 PM,4:45:07,13,11,5,0,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
12016,1,3,15,1,1,7/13/2021,8:11:07 PM,8:11:07 PM,2:14:55,10,11,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,4,1,1,1,8/26/2021,8:28:08 AM,8:28:08 AM,,11,17,1,6,1,4,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
12016,2,4,2,1,1,8/26/2021,10:54:08 AM,10:54:08 AM,2:26:00,15,13,4,4,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,4,3,1,1,8/26/2021,2:49:31 PM,2:49:31 PM,3:55:23,14,13,1,0,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,4,4,1,1,8/26/2021,4:14:52 PM,4:14:52 PM,1:25:21,10,12,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,4,5,1,1,8/26/2021,8:34:03 PM,8:34:03 PM,4:19:11,10,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,5,6,1,1,8/27/2021,8:40:24 AM,8:40:24 AM,,10,14,0,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,5,7,1,1,8/27/2021,11:40:54 AM,11:40:54 AM,3:00:30,15,13,5,1,1,2,3,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1
12016,2,5,8,1,1,8/27/2021,2:46:03 PM,2:46:03 PM,3:05:09,11,14,4,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,5,9,1,1,8/27/2021,4:36:27 PM,4:36:27 PM,1:50:24,12,12,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
12016,2,5,10,1,1,8/27/2021,8:00:39 PM,8:00:39 PM,3:24:12,10,12,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,6,11,1,1,8/28/2021,8:31:13 AM,8:31:13 AM,,18,14,8,2,4,2,3,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1
12016,2,6,12,1,1,8/28/2021,10:36:34 AM,10:36:34 AM,2:05:21,16,12,2,2,1,1,2,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1
12016,2,6,13,1,1,8/28/2021,1:46:56 PM,1:46:56 PM,3:10:22,11,12,5,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,6,14,1,1,8/28/2021,5:43:04 PM,5:43:04 PM,3:56:08,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,2,6,15,1,1,8/28/2021,7:20:02 PM,7:20:02 PM,1:36:58,11,13,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
12016,3,7,1,1,1,9/23/2021,8:47:22 AM,8:47:22 AM,,26,14,15,1,3,1,3,1,3,1,2,1,3,4,1,1,1,5,3,1,2,1,1,1
12016,3,7,2,1,1,9/23/2021,11:05:00 AM,11:05:00 AM,2:17:38,26,14,0,0,4,1,4,1,5,2,2,1,3,4,1,1,1,2,2,1,1,1,1,1
12016,3,7,3,1,1,9/23/2021,1:57:00 PM,1:57:00 PM,2:52:00,23,12,3,2,3,1,4,1,1,1,1,1,4,4,2,1,1,3,1,1,1,1,1,1
12016,3,7,4,1,1,9/23/2021,4:22:52 PM,4:22:52 PM,2:25:52,24,13,1,1,4,2,4,1,4,1,1,1,3,4,1,1,1,1,2,1,1,1,1,1
12016,3,7,5,1,1,9/23/2021,8:18:25 PM,8:18:25 PM,3:55:33,19,12,5,1,3,1,2,2,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1
12016,3,8,6,1,1,9/24/2021,8:00:54 AM,8:00:54 AM,,18,12,1,0,3,1,1,1,3,1,1,1,2,4,1,1,1,1,2,1,1,1,1,1
12016,3,8,7,1,1,9/24/2021,11:20:10 AM,11:20:10 AM,3:19:16,17,13,1,1,4,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
12016,3,8,8,1,1,9/24/2021,2:28:08 PM,2:28:08 PM,3:07:58,12,11,5,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,3,8,9,1,1,9/24/2021,5:15:05 PM,5:15:05 PM,2:46:57,13,13,1,2,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
12016,3,8,10,1,1,9/24/2021,7:56:44 PM,7:56:44 PM,2:41:39,10,12,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12016,3,9,11,1,1,9/25/2021,8:22:14 AM,8:22:14 AM,,18,12,8,0,3,1,3,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1
12016,3,9,12,1,0,,,,,,,18,12,,,,,,,,,,,,,,,,,,,,
12016,3,9,13,1,1,9/25/2021,1:15:25 PM,1:15:25 PM,13:15:25,10,12,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
12016,3,9,14,1,1,9/25/2021,4:50:11 PM,4:50:11 PM,3:34:46,19,13,9,1,2,2,3,1,2,1,1,1,3,3,1,2,1,1,2,1,1,1,1,1
12016,3,9,15,1,1,9/25/2021,7:09:16 PM,7:09:16 PM,2:19:05,18,12,1,1,2,2,3,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1
12017,1,1,1,0,0,,,,,,,18,12,,,,,,,,,,,,,,,,,,,,
12017,1,1,2,0,1,7/8/2021,9:55:59 AM,7:55:59 AM,7:55:59,24,21,24,21,4,1,2,2,3,2,2,1,4,1,3,1,3,1,2,3,4,2,1,2
12017,1,1,3,0,1,7/8/2021,11:30:31 AM,9:30:31 AM,1:34:32,19,21,5,0,4,2,2,2,2,2,2,2,3,1,2,2,2,1,2,2,1,2,1,2
12017,1,1,4,0,1,7/8/2021,4:15:45 PM,2:15:45 PM,4:45:14,13,25,6,4,1,2,1,3,1,3,2,3,1,1,4,2,2,1,2,3,1,1,1,2
12017,1,1,5,0,1,7/8/2021,6:14:41 PM,4:14:41 PM,1:58:56,16,16,3,9,2,1,2,1,2,2,1,2,1,1,2,1,2,3,2,2,1,1,1,1
12017,1,2,6,0,0,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,
12017,1,2,7,0,1,7/9/2021,9:50:35 AM,7:50:35 AM,7:50:35,31,17,31,17,3,1,3,1,3,2,2,1,4,2,1,3,2,4,3,4,3,1,2,1
12017,1,2,8,0,1,7/9/2021,12:14:14 PM,10:14:14 AM,2:23:39,19,22,12,5,2,3,1,2,3,2,2,2,1,1,2,3,1,1,2,3,1,1,3,2
12017,1,2,9,0,1,7/9/2021,3:24:38 PM,1:24:38 PM,3:10:24,11,14,8,8,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1
12017,1,2,10,0,1,7/9/2021,6:39:22 PM,4:39:22 PM,3:14:44,15,12,4,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1
12017,1,3,11,0,0,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,
12017,1,3,12,0,1,7/10/2021,9:32:54 AM,7:32:54 AM,7:32:54,12,13,12,13,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1
12017,1,3,13,0,1,7/10/2021,11:36:42 AM,9:36:42 AM,2:03:48,20,12,8,1,2,1,1,1,3,1,1,1,3,2,1,1,1,3,1,1,2,1,2,1
12017,1,3,14,0,1,7/10/2021,2:59:10 PM,12:59:10 PM,3:22:28,16,11,4,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1
12017,1,3,15,0,1,7/10/2021,5:59:21 PM,3:59:21 PM,3:00:11,19,13,3,2,3,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1
12017,2,4,1,0,1,8/12/2021,10:42:45 AM,8:42:45 AM,,19,12,0,1,3,1,1,1,2,2,1,1,3,2,1,2,1,2,1,1,2,1,1,1
12017,2,4,2,0,1,8/12/2021,12:51:29 PM,10:51:29 AM,2:08:44,19,13,0,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,2,2,1,2,1
12017,2,4,3,0,1,8/12/2021,3:13:17 PM,1:13:17 PM,2:21:48,15,13,4,0,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1
12017,2,4,4,0,1,8/12/2021,7:18:44 PM,5:18:44 PM,4:05:27,19,13,4,0,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,3,2,1,1,1
12017,2,4,5,0,1,8/12/2021,9:50:56 PM,7:50:56 PM,2:32:12,10,11,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12017,2,5,6,0,1,8/13/2021,10:56:24 AM,8:56:24 AM,,16,12,6,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
12017,2,5,7,0,1,8/13/2021,12:46:59 PM,10:46:59 AM,1:50:35,23,14,7,2,2,1,1,1,2,2,1,2,2,2,1,3,1,3,1,3,3,1,2,1
12017,2,5,8,0,1,8/13/2021,3:09:49 PM,1:09:49 PM,2:22:50,17,19,6,5,3,2,2,1,2,2,2,1,1,1,1,2,3,2,2,2,1,2,1,2
12017,2,5,9,0,1,8/13/2021,6:50:53 PM,4:50:53 PM,3:41:04,15,17,2,2,2,3,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2
12017,2,5,10,0,1,8/13/2021,9:34:45 PM,7:34:45 PM,2:43:52,11,13,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
12017,2,6,11,0,1,8/14/2021,9:39:10 AM,7:39:10 AM,,16,13,5,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1
12017,2,6,12,0,1,8/14/2021,2:16:31 PM,12:16:31 PM,4:37:21,20,17,4,4,3,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1
12017,2,6,13,0,1,8/14/2021,5:10:45 PM,3:10:45 PM,2:54:14,15,16,5,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2
12017,2,6,14,0,1,8/14/2021,6:40:33 PM,4:40:33 PM,1:29:48,12,12,3,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1
12017,2,6,15,0,1,8/14/2021,9:51:12 PM,7:51:12 PM,3:10:39,10,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12017,3,7,1,0,1,9/16/2021,9:20:05 AM,7:20:05 AM,,14,12,4,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1
12017,3,7,2,0,1,9/16/2021,1:46:19 PM,11:46:19 AM,4:26:14,22,12,8,0,4,1,2,1,1,1,1,1,3,2,1,2,1,2,1,2,2,1,2,1
12017,3,7,3,0,1,,,,,,12,22,0,3,1,1,1,2,1,1,1,2,3,1,2,2,2,1,,2,1,1,1
12017,3,7,4,0,1,9/16/2021,7:52:46 PM,5:52:46 PM,17:52:46,17,11,17,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,3,2,1,1,1
12017,3,7,5,0,1,9/16/2021,9:38:14 PM,7:38:14 PM,1:45:28,14,12,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1
12017,3,8,6,0,1,9/17/2021,10:17:51 AM,8:17:51 AM,,15,11,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1
12017,3,8,7,0,1,9/17/2021,12:54:40 PM,10:54:40 AM,2:36:49,16,18,1,7,3,3,1,2,2,1,2,2,1,1,3,1,1,1,1,3,2,1,1,1
12017,3,8,8,0,1,9/17/2021,4:29:15 PM,2:29:15 PM,3:34:35,14,18,2,0,2,2,1,1,2,3,1,2,1,1,2,2,2,1,2,2,1,1,1,1
12017,3,8,9,0,1,9/17/2021,6:05:20 PM,4:05:20 PM,1:36:05,12,13,2,5,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1
12017,3,8,10,0,0,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,
12017,3,9,11,0,1,9/18/2021,11:03:20 AM,9:03:20 AM,9:03:20,19,18,19,18,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,3,1
12017,3,9,12,0,1,9/18/2021,2:00:56 PM,12:00:56 PM,2:57:36,20,14,1,4,3,2,1,1,2,1,1,1,2,2,2,2,1,1,1,3,2,1,2,1
12017,3,9,13,0,1,9/18/2021,5:44:05 PM,3:44:05 PM,3:43:09,13,14,7,0,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1
12017,3,9,14,0,1,9/18/2021,6:13:20 PM,4:13:20 PM,0:29:15,13,14,0,0,2,1,2,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1
12017,3,9,15,0,1,9/18/2021,10:46:30 PM,8:46:30 PM,4:33:10,12,11,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
12018,1,1,1,1,1,7/1/2021,8:29:40 AM,6:29:40 AM,,37,17,25,6,4,2,4,1,4,1,1,1,3,4,3,4,1,4,2,4,4,2,2,1
12018,1,1,2,1,1,7/1/2021,12:43:59 PM,10:43:59 AM,4:14:19,33,18,4,1,4,2,4,1,4,1,1,1,3,4,3,2,1,4,2,4,2,3,2,1
12018,1,1,3,1,0,,,,,,,33,18,,,,,,,,,,,,,,,,,,,,
12018,1,1,4,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,1,1,5,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,1,2,6,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,1,2,7,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,1,2,8,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,1,2,9,1,1,7/2/2021,3:13:40 PM,1:13:40 PM,13:13:40,41,39,41,39,4,4,4,4,5,1,4,3,3,3,5,5,2,4,4,5,4,4,4,4
12018,1,2,10,1,0,,,,,,,41,39,,,,,,,,,,,,,,,,,,,,
12018,1,3,11,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,1,3,12,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,1,3,13,1,1,7/3/2021,1:17:37 PM,11:17:37 AM,11:17:37,41,17,41,17,4,1,5,1,5,1,1,1,3,4,1,3,1,4,1,5,4,4,4,1
12018,1,3,14,1,0,,,,,,,41,17,,,,,,,,,,,,,,,,,,,,
12018,1,3,15,1,1,7/3/2021,7:23:11 PM,5:23:11 PM,17:23:11,36,27,36,27,5,3,4,3,5,1,3,1,1,4,3,3,1,4,3,4,3,3,3,3
12018,2,4,1,1,1,8/12/2021,10:10:46 AM,8:10:46 AM,,28,12,8,15,4,1,4,1,4,1,1,1,1,4,1,2,1,4,1,1,3,2,1,1
12018,2,4,2,1,1,8/12/2021,2:12:34 PM,12:12:34 PM,4:01:48,27,18,1,6,4,2,4,2,4,1,1,1,3,3,3,1,1,4,2,2,1,3,1,1
12018,2,4,3,1,1,8/12/2021,5:53:59 PM,3:53:59 PM,3:41:25,31,11,4,7,5,1,5,1,5,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1
12018,2,4,4,1,0,,,,,,,31,11,,,,,,,,,,,,,,,,,,,,
12018,2,4,5,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,5,6,1,1,8/14/2021,10:58:22 PM,8:58:22 PM,20:58:22,16,11,16,11,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12018,2,5,7,1,0,,,,,,,16,11,,,,,,,,,,,,,,,,,,,,
12018,2,5,8,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,5,9,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,5,10,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,6,11,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,6,12,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,6,13,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,6,14,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,2,6,15,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,3,7,1,1,1,9/2/2021,11:40:50 AM,9:40:50 AM,9:40:50,32,14,32,14,4,2,4,1,4,1,1,1,4,2,1,2,1,4,1,4,2,2,2,1
12018,3,7,2,1,1,9/2/2021,8:01:42 PM,6:01:42 PM,8:20:52,32,18,0,4,4,2,4,2,4,1,2,2,4,4,2,2,1,4,2,4,1,2,1,1
12018,3,7,3,1,0,,,,,,,32,18,,,,,,,,,,,,,,,,,,,,
12018,3,7,4,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
